Index,Make,Model,City Mpg For Fuel Type1,Co2 Fuel Type1,Cylinders,Drive,Annual Fuel Cost For Fuel Type1,Fuel Type,Transmission,Vehicle Size Class,Year,ATV Type,Electric motor,baseModel,Price,cluster_label
151,Rolls-Royce,Ghost Extended,12,624,12,All-Wheel Drive,5100,Premium,Automatic (S8),Large Cars,2024,Petrol,Not Electric,Ghost,"$354,750",1
152,Ford,Edge AWD,21,380,4,All-Wheel Drive,2550,Regular,Automatic (S8),Small Sport Utility Vehicle 4WD,2024,Petrol,Not Electric,Edge,"$40,766",1
153,Mercedes-Benz,AMG GLE53 4matic Plus,18,439,6,All-Wheel Drive,3600,Premium,Automatic 9-spd,Standard Sport Utility Vehicle 4WD,2024,Hybrid,48V Li-Ion,GLE-Class,"$87,786",3
154,Jeep,Wrangler Rubicon 2dr 4WD,16,501,6,4-Wheel Drive,3250,Regular,Automatic 8-spd,Small Sport Utility Vehicle 4WD,2024,Petrol,Not Electric,Wrangler,"$77,268",3
155,Audi,Q4 50 e-tron quattro,97,0,0,All-Wheel Drive,750,Electricity,Automatic (A1),Standard Sport Utility Vehicle 4WD,2024,EV,80 kW Asynchron 3-Phase,Q4 e-tron,"$50,995",2
156,Mercedes-Benz,GLE580 4matic,15,534,8,All-Wheel Drive,4200,Premium,Automatic 9-spd,Standard Sport Utility Vehicle 4WD,2024,Hybrid,48V Li-Ion,GLE-Class,"$65,268",3
157,GMC,Sierra Mud Terrain Tires 4WD,15,558,8,4-Wheel Drive,3650,Regular,Automatic 10-spd,Standard Pickup Trucks 4WD,2024,Petrol,Not Electric,Sierra,"$38,600",3
158,Cadillac,CT5 V AWD,18,419,6,All-Wheel Drive,3400,Premium,Automatic (S10),Midsize Cars,2024,Petrol,Not Electric,CT5,"$39,790",3
159,Maserati,Quattroporte Trofeo,13,560,8,Rear-Wheel Drive,4500,Premium,Automatic 8-spd,Large Cars,2024,Petrol,Not Electric,Quattroporte,"$140,995",1
160,Ford,Mustang Performance Package,21,368,4,Rear-Wheel Drive,2400,Regular,Automatic (S10),Subcompact Cars,2024,Petrol,Not Electric,Mustang,"$32,515",1
161,Mercedes-Benz,AMG GLE53 4matic Plus Coupe,18,454,6,All-Wheel Drive,3600,Premium,Automatic 9-spd,Standard Sport Utility Vehicle 4WD,2024,Hybrid,48V Li-Ion,GLE-Class,"$87,900",3
162,BMW,X5 M Competition,13,589,8,All-Wheel Drive,4800,Premium,Automatic (S8),Standard Sport Utility Vehicle 4WD,2024,Hybrid,44V Li-Ion,X5,"$123,295",3
163,Subaru,Outback Wilderness AWD,21,378,4,All-Wheel Drive,2550,Regular,Automatic (AV-S8),Small Sport Utility Vehicle 4WD,2024,Petrol,Not Electric,Outback,"$29,915",3
164,Lexus,NX 350 AWD F Sport,21,370,4,All-Wheel Drive,3000,Premium,Automatic (S8),Small Sport Utility Vehicle 4WD,2024,Petrol,Not Electric,NX,"$39,335",1
165,Subaru,Impreza,26,306,4,All-Wheel Drive,2000,Regular,Automatic (AV-S8),Small Station Wagons,2024,Petrol,Not Electric,Impreza,"$24,386",3
166,Subaru,Ascent,20,398,4,All-Wheel Drive,2650,Regular,Automatic (AV-S8),Standard Sport Utility Vehicle 4WD,2024,Petrol,Not Electric,Ascent,"$35,740",3
167,Land Rover,Defender 130 P400 MHEV,17,491,6,4-Wheel Drive,4000,Premium,Automatic (S8),Standard Sport Utility Vehicle 4WD,2024,Hybrid,48V Li-Ion,Defender,"$78,575",3
168,Land Rover,Defender 110 MHEV,17,484,6,4-Wheel Drive,4000,Premium,Automatic (S8),Standard Sport Utility Vehicle 4WD,2024,Hybrid,48V Li-Ion,Defender,"$57,875",3
169,Infiniti,QX60 FWD,21,387,6,Front-Wheel Drive,3100,Premium,Automatic (S9),Standard Sport Utility Vehicle 2WD,2024,Petrol,Not Electric,QX60,"$66,795",3
170,Volkswagen,Taos 4motion,24,329,4,All-Wheel Drive,2150,Regular,Automatic (AM-S7),Small Sport Utility Vehicle 4WD,2024,Petrol,Not Electric,Taos,"$23,995",3
171,Volkswagen,Tiguan R-Line 4motion,22,367,4,All-Wheel Drive,2400,Regular,Automatic (S8),Small Sport Utility Vehicle 4WD,2024,Petrol,Not Electric,Tiguan,"$30,305",1
172,Porsche,Macan GTS,17,466,6,All-Wheel Drive,3750,Premium,Automatic (AM-S7),Small Sport Utility Vehicle 4WD,2024,Petrol,Not Electric,Macan,"$88,450",3
173,Audi,Q5 S line quattro,22,366,4,All-Wheel Drive,3000,Premium,Automatic (AM-S7),Small Sport Utility Vehicle 4WD,2024,Hybrid,14V Li-Ion,Q5,"$45,795",0
174,Volkswagen,Tiguan S,24,331,4,Front-Wheel Drive,2150,Regular,Automatic (S8),Small Sport Utility Vehicle 2WD,2024,Petrol,Not Electric,Tiguan,"$30,305",1
175,Honda,Pilot FWD,19,402,6,Front-Wheel Drive,2650,Regular,Automatic (S10),Small Sport Utility Vehicle 2WD,2024,Petrol,Not Electric,Pilot,"$38,126",3
176,Toyota,Camry AWD XLE/XSE,25,315,4,All-Wheel Drive,2100,Regular,Automatic (S8),Midsize Cars,2024,Petrol,Not Electric,Camry,"$28,114",1
177,Nissan,Altima,27,282,4,Front-Wheel Drive,1800,Regular,Automatic (variable gear ratios),Midsize Cars,2024,Petrol,Not Electric,Altima,"$27,527",1
178,Porsche,911 Turbo S,14,556,6,All-Wheel Drive,4500,Premium,Automatic (AM-S8),Minicompact Cars,2024,Petrol,Not Electric,911,"$198,850",3
179,Porsche,911 Turbo,14,534,6,All-Wheel Drive,4200,Premium,Automatic (AM-S8),Minicompact Cars,2024,Petrol,Not Electric,911,"$198,850",3
180,Audi,S7,19,410,6,All-Wheel Drive,3250,Premium,Automatic (S8),Midsize Cars,2024,Hybrid,48V Li-Ion,S7,"$86,395",3
181,Audi,S5 Cabriolet,20,397,6,All-Wheel Drive,3250,Premium,Automatic (S8),Subcompact Cars,2024,Petrol,Not Electric,S5,"$58,595",1
182,Porsche,718 Boxster S,19,410,4,Rear-Wheel Drive,3250,Premium,Automatic (AM-S7),Two Seaters,2024,Petrol,Not Electric,718,"$72,050",1
183,Kia,EV6 Standard Range RWD,136,0,0,Rear-Wheel Drive,600,Electricity,Automatic (A1),Small Sport Utility Vehicle 2WD,2024,EV,125 kW PMSM,EV6,"$43,975",2
184,Hyundai,Kona AWD,26,323,4,All-Wheel Drive,2150,Regular,Automatic (AV-S1),Small Sport Utility Vehicle 4WD,2024,Petrol,Not Electric,Kona,"$24,657",0
185,GMC,Sierra Cab Chassis 2WD,14,580,8,Rear-Wheel Drive,3900,Regular,Automatic 10-spd,Special Purpose Vehicle 2WD,2024,Petrol,Not Electric,Sierra,"$50,280",3
186,Maserati,GranTurismo Modena,18,412,6,All-Wheel Drive,3400,Premium,Automatic 8-spd,Subcompact Cars,2024,Petrol,Not Electric,GranTurismo,"$159,995",3
187,BMW,X7 M60i xDrive,16,481,8,All-Wheel Drive,4000,Premium,Automatic (S8),Standard Sport Utility Vehicle 4WD,2024,Hybrid,44V Li-Ion,X7,"$82,895",3
188,MINI,Cooper Hardtop 2 door,27,283,3,Front-Wheel Drive,2300,Premium,Manual 6-spd,Subcompact Cars,2024,Petrol,Not Electric,Cooper,"$25,800",1
189,BMW,430i xDrive Coupe,23,326,4,All-Wheel Drive,2650,Premium,Automatic (S8),Subcompact Cars,2024,Petrol,Not Electric,4 Series,"$50,895",1
190,Jeep,Wrangler 4dr 4WD,13,633,8,4-Wheel Drive,5100,Premium,Automatic 8-spd,Small Sport Utility Vehicle 4WD,2024,Petrol,Not Electric,Wrangler,"$31,895",3
191,Cadillac,XT5 Limo AWD,20,425,4,All-Wheel Drive,3400,Premium,Automatic (S9),Special Purpose Vehicle 4WD,2024,Petrol,Not Electric,XT5,"$44,660",0
192,Cadillac,XT5 Hearse FWD,20,425,4,Front-Wheel Drive,3400,Premium,Automatic (S9),Special Purpose Vehicle 2WD,2024,Petrol,Not Electric,XT5,"$44,660",3
193,Lamborghini,Urus Performante,14,554,8,All-Wheel Drive,4500,Premium,Automatic (S8),Small Station Wagons,2024,Petrol,Not Electric,Urus,"$241,843",1
194,Lamborghini,Huracan Spyder,13,604,10,All-Wheel Drive,4800,Premium,Automatic (AM-S7),Two Seaters,2024,Petrol,Not Electric,Huracan,"$249,865",1
195,Honda,HR-V FWD,26,309,4,Front-Wheel Drive,2100,Regular,Automatic (variable gear ratios),Small Station Wagons,2024,Petrol,Not Electric,HR-V,"$24,600",1
196,BMW,X6 xDrive40i,23,359,6,All-Wheel Drive,3000,Premium,Automatic (S8),Standard Sport Utility Vehicle 4WD,2024,Hybrid,44V Li-Ion,X6,"$79,041",3
197,BMW,X5 M60i xDrive,17,458,8,All-Wheel Drive,3750,Premium,Automatic (S8),Standard Sport Utility Vehicle 4WD,2024,Hybrid,44V Li-Ion,X5,"$66,195",3
198,BMW,840i xDrive Coupe,21,373,6,All-Wheel Drive,3000,Premium,Automatic (S8),Subcompact Cars,2024,Petrol,Not Electric,8 Series,"$90,800",1
199,Nissan,LEAF,123,0,0,Front-Wheel Drive,650,Electricity,Automatic (A1),Midsize Cars,2024,EV,110 kW DCPM,LEAF,"$3,750",2
200,BMW,i7 M70 xDrive Sedan (21 inch Wheels),79,0,0,All-Wheel Drive,850,Electricity,Automatic (A1),Large Cars,2024,EV,190 kW EESM,i7,"$169,495",2
201,Chevrolet,Trax,28,298,3,Front-Wheel Drive,1950,Regular,Automatic 6-spd,Small Station Wagons,2024,Petrol,Not Electric,Trax,"$22,601",1
202,Jaguar,F-Pace SVR,15,518,8,All-Wheel Drive,4200,Premium,Automatic (S8),Small Sport Utility Vehicle 4WD,2024,Petrol,Not Electric,F-Pace,"$93,175",1
203,Acura,Integra A-Spec,29,277,4,Front-Wheel Drive,2250,Premium,Automatic (AV-S7),Large Cars,2024,Petrol,Not Electric,Integra,"$32,995",3
204,Volkswagen,Atlas 4motion Peak Edition,18,435,4,All-Wheel Drive,2900,Regular,Automatic (S8),Small Sport Utility Vehicle 4WD,2024,Petrol,Not Electric,Atlas,"$50,870",1
205,BMW,Alpina XB7,16,506,8,All-Wheel Drive,4200,Premium,Automatic (S8),Standard Sport Utility Vehicle 4WD,2024,Hybrid,44V Li-Ion,X7,"$159,916",3
206,Jeep,Wrangler Rubicon 4dr 4WD,16,518,6,4-Wheel Drive,3400,Regular,Automatic 8-spd,Small Sport Utility Vehicle 4WD,2024,Petrol,Not Electric,Wrangler,"$31,895",3
207,Kia,Sportage X-pro,23,344,4,All-Wheel Drive,2250,Regular,Automatic (S8),Small Sport Utility Vehicle 4WD,2024,Petrol,Not Electric,Sportage,"$30,362",1
208,BMW,i4 M50 Gran Coupe (19 inch wheels),94,0,0,4-Wheel Drive,750,Electricity,Automatic (A1),Subcompact Cars,2024,EV,230 kW EESM,i4,"$53,195",2
209,Land Rover,Defender 110,14,563,8,4-Wheel Drive,4500,Premium,Automatic (S8),Standard Sport Utility Vehicle 4WD,2024,Petrol,Not Electric,Defender,"$57,875",1
210,Honda,Pilot AWD Touring/Elite/Black,19,422,6,All-Wheel Drive,2750,Regular,Automatic (S10),Standard Sport Utility Vehicle 4WD,2024,Petrol,Not Electric,Pilot,"$38,126",3
211,Jeep,Grand Cherokee L 2WD,19,416,6,Rear-Wheel Drive,2750,Regular,Automatic 8-spd,Standard Sport Utility Vehicle 2WD,2024,Petrol,Not Electric,Grand Cherokee,"$39,535",3
212,BMW,i7 xDrive60 Sedan (20 inch wheels),82,0,0,4-Wheel Drive,850,Electricity,Automatic (A1),Large Cars,2024,EV,190 kW EESM,i7,"$130,450",2
213,Honda,Accord,29,277,4,Front-Wheel Drive,1800,Regular,Automatic (variable gear ratios),Large Cars,2024,Petrol,Not Electric,Accord,"$29,651",1
214,Toyota,Grand Highlander LE/XLE,21,371,4,Front-Wheel Drive,2400,Regular,Automatic (S8),Standard Sport Utility Vehicle 2WD,2024,Petrol,Not Electric,Grand Highlander,"$45,020",3
215,Audi,A5 Sportback S line quattro,24,330,4,All-Wheel Drive,2650,Premium,Automatic (AM-S7),Midsize Cars,2024,Hybrid,14V Li-Ion,A5,"$115,045",3
216,Porsche,911 GT3 Touring,13,573,6,Rear-Wheel Drive,4800,Premium,Manual 6-spd,Two Seaters,2024,Petrol,Not Electric,911,"$184,550",1
217,Ferrari,812 Competizione A,12,648,12,Rear-Wheel Drive,5100,Premium,Automatic (AM7),Two Seaters,2024,Petrol,Not Electric,812 Competizione,"$433,765",1
218,BMW,i7 eDrive50 Sedan (21 inch Wheels),86,0,0,Rear-Wheel Drive,800,Electricity,Automatic (A1),Large Cars,2024,EV,335 kW EESM,i7,"$105,700",2
219,Porsche,Macan,19,424,4,All-Wheel Drive,3400,Premium,Automatic (AM-S7),Small Sport Utility Vehicle 4WD,2024,Petrol,Not Electric,Macan,"$62,550",3
220,Mitsubishi,Outlander 4WD,24,342,4,4-Wheel Drive,2250,Regular,Automatic (AV-S8),Small Sport Utility Vehicle 4WD,2024,Petrol,Not Electric,Outlander,"$1,000",3
221,Chevrolet,Silverado Cab Chassis 4WD,14,577,8,4-Wheel Drive,3900,Regular,Automatic 10-spd,Special Purpose Vehicle 4WD,2024,Petrol,Not Electric,Silverado,"$54,315",0
222,Jaguar,F-Type R AWD Coupe,16,481,8,All-Wheel Drive,4000,Premium,Automatic (S8),Two Seaters,2024,Petrol,Not Electric,F-Type,"$79,175",1
223,Chevrolet,Silverado 4WD ZR2,14,591,8,4-Wheel Drive,4800,Premium,Automatic 10-spd,Standard Pickup Trucks 4WD,2024,Petrol,Not Electric,Silverado,"$71,895",3
224,Lexus,ES 350 F Sport,22,352,6,Front-Wheel Drive,2350,Regular,Automatic (S8),Midsize Cars,2024,Petrol,Not Electric,ES,"$42,600",1
225,Toyota,Grand Highlander AWD Limited/Platinum,20,400,4,All-Wheel Drive,2650,Regular,Automatic (S8),Standard Sport Utility Vehicle 4WD,2024,Petrol,Not Electric,Grand Highlander,"$44,929",1
226,Subaru,Crosstrek AWD,26,305,4,All-Wheel Drive,2000,Regular,Automatic (AV-S8),Small Sport Utility Vehicle 4WD,2024,Petrol,Not Electric,Crosstrek,"$26,869",3
227,BMW,M2 Coupe,16,472,6,Rear-Wheel Drive,3750,Premium,Automatic (S8),Subcompact Cars,2024,Petrol,Not Electric,M,"$64,195",1
228,Maserati,Ghibli GT,18,436,6,Rear-Wheel Drive,3600,Premium,Automatic 8-spd,Midsize Cars,2024,Petrol,Not Electric,Ghibli,"$110,995",1
229,Lexus,UX 250h AWD,41,225,4,All-Wheel Drive,1500,Regular,Automatic (AV-S6),Compact Cars,2024,Hybrid,216V Ni-MH,UX,"$36,690",0
230,BMW,i7 eDrive50 Sedan (20 inch Wheels),83,0,0,Rear-Wheel Drive,800,Electricity,Automatic (A1),Large Cars,2024,EV,335 kW EESM,i7,"$105,700",2
231,Genesis,GV80 AWD,18,448,6,All-Wheel Drive,3600,Premium,Automatic (S8),Standard Sport Utility Vehicle 4WD,2024,Petrol,Not Electric,GV80,"$59,050",1
232,MINI,Cooper Convertible,27,283,3,Front-Wheel Drive,2300,Premium,Manual 6-spd,Minicompact Cars,2024,Petrol,Not Electric,Cooper,"$35,700 - $44,900",1
233,Volkswagen,Atlas Cross Sport 4motion,19,407,4,All-Wheel Drive,2650,Regular,Automatic (S8),Small Sport Utility Vehicle 4WD,2024,Petrol,Not Electric,Atlas,"$38,410",1
234,Subaru,Legacy AWD,27,295,4,All-Wheel Drive,1950,Regular,Automatic (AV-S8),Midsize Cars,2024,Petrol,Not Electric,Legacy,"$26,591",3
235,Lexus,NX 350 AWD,21,370,4,All-Wheel Drive,3000,Premium,Automatic (S8),Small Sport Utility Vehicle 4WD,2024,Petrol,Not Electric,NX,"$39,335",1
236,Volkswagen,Atlas Cross Sport,20,393,4,Front-Wheel Drive,2550,Regular,Automatic (S8),Small Sport Utility Vehicle 2WD,2024,Petrol,Not Electric,Atlas,"$35,050",1
237,Subaru,Crosstrek Wilderness AWD,25,332,4,All-Wheel Drive,2150,Regular,Automatic (AV-S8),Small Sport Utility Vehicle 4WD,2024,Petrol,Not Electric,Crosstrek,"$33,290",3
238,Audi,A5 Cabriolet quattro,24,324,4,All-Wheel Drive,2650,Premium,Automatic (AM-S7),Subcompact Cars,2024,Hybrid,14V Li-Ion,A5,"$55,000,",3
239,Kia,Niro Electric,126,0,0,Front-Wheel Drive,600,Electricity,Automatic (A1),Small Sport Utility Vehicle 2WD,2024,EV,150 kW PMSM,Niro,"$20,190",2
240,BMW,i4 M50 Gran Coupe (20 inch wheels),79,0,0,4-Wheel Drive,900,Electricity,Automatic (A1),Subcompact Cars,2024,EV,230 kW EESM,i4,"$53,195",2
241,Infiniti,QX80 2WD,14,552,8,Rear-Wheel Drive,4500,Premium,Automatic (S7),Standard Sport Utility Vehicle 2WD,2024,Petrol,Not Electric,QX80,"$88,450",3
242,Cadillac,CT5,23,333,4,Rear-Wheel Drive,2650,Premium,Automatic (S10),Midsize Cars,2024,Petrol,Not Electric,CT5,"$39,790",1
243,Kia,Telluride AWD,18,442,6,All-Wheel Drive,2900,Regular,Automatic (S8),Small Sport Utility Vehicle 4WD,2024,Petrol,Not Electric,Telluride,"$20,190",1
244,Cadillac,XT5 Limo FWD,20,425,4,Front-Wheel Drive,3400,Premium,Automatic (S9),Special Purpose Vehicle 2WD,2024,Petrol,Not Electric,XT5,"$45,290",3
245,BMW,M3 Competition Sedan,16,470,6,Rear-Wheel Drive,3750,Premium,Automatic (S8),Compact Cars,2024,Petrol,Not Electric,M,"$76,995",1
246,BMW,M3 Sedan,16,472,6,Rear-Wheel Drive,3750,Premium,Manual 6-spd,Compact Cars,2024,Petrol,Not Electric,M,"$76,995",1
247,BMW,330i xDrive Sedan,24,322,4,All-Wheel Drive,2650,Premium,Automatic (S8),Compact Cars,2024,Petrol,Not Electric,3 Series,"$46,294",1
248,Audi,S3,23,335,4,All-Wheel Drive,2750,Premium,Automatic (AM-S7),Subcompact Cars,2024,Hybrid,14V Li-Ion,S3,"$48,495",3
249,Toyota,Grand Highlander Hybrid AWD,36,259,4,All-Wheel Drive,1700,Regular,Automatic (AV-S6),Standard Sport Utility Vehicle 4WD,2024,Hybrid,259V Li-Ion,Grand Highlander,"$54,390",0
250,BMW,430i Convertible,25,312,4,Rear-Wheel Drive,2550,Premium,Automatic (S8),Subcompact Cars,2024,Petrol,Not Electric,4 Series,"$50,895",1
251,Cadillac,CT4 V,16,478,6,Rear-Wheel Drive,3750,Premium,Automatic (S10),Compact Cars,2024,Petrol,Not Electric,CT4,"$1,100",1
252,Rolls-Royce,Cullinan,12,627,12,All-Wheel Drive,5100,Premium,Automatic (S8),Midsize Station Wagons,2024,Petrol,Not Electric,Cullinan,"$391,750",3
253,Jeep,Grand Wagoneer 4WD,13,602,8,All-Wheel Drive,4800,Premium,Automatic 8-spd,Standard Sport Utility Vehicle 4WD,2024,Petrol,Not Electric,Grand Wagoneer,"$93,945",3
254,BMW,i5 eDrive40 Sedan (21 inch Wheels),97,0,0,Rear-Wheel Drive,750,Electricity,Automatic (A1),Compact Cars,2024,EV,250 kW EESM,i5,"$67,795",2
255,BMW,i7 M70 xDrive Sedan (20 inch Wheels),74,0,0,All-Wheel Drive,900,Electricity,Automatic (A1),Large Cars,2024,EV,360 kW EESM,i7,"$168,500",2
256,BMW,iX M60 (22 inch Wheels),78,0,0,All-Wheel Drive,900,Electricity,Automatic (A1),Standard Sport Utility Vehicle 4WD,2024,EV,190 kW EESM,iX,"$88,095",2
257,Kia,EV6 Long Range RWD,134,0,0,Rear-Wheel Drive,600,Electricity,Automatic (A1),Small Sport Utility Vehicle 2WD,2024,EV,186 kW PMSM,EV6,"$43,975",2
258,Kia,EV6 AWD GT,88,0,0,All-Wheel Drive,800,Electricity,Automatic (A1),Small Sport Utility Vehicle 4WD,2024,EV,160 kW PMSM,EV6,"$61,600",2
259,Ferrari,Roma,17,472,8,Rear-Wheel Drive,3750,Premium,Automatic (AM8),Subcompact Cars,2024,Petrol,Not Electric,Roma,"$247,308",3
260,Volkswagen,Golf R,20,382,4,All-Wheel Drive,3100,Premium,Manual 6-spd,Compact Cars,2024,Petrol,Not Electric,Golf/GTI,"$46,890",1
261,Chevrolet,Trailblazer FWD,29,290,3,Front-Wheel Drive,1900,Regular,Automatic (variable gear ratios),Small Sport Utility Vehicle 2WD,2024,Petrol,Not Electric,Trailblazer,"$25,316",1
262,Honda,HR-V AWD,25,326,4,All-Wheel Drive,2150,Regular,Automatic (variable gear ratios),Small Station Wagons,2024,Petrol,Not Electric,HR-V,"$24,600",1
263,Hyundai,Elantra,32,246,4,Front-Wheel Drive,1600,Regular,Automatic (AV-S1),Midsize Cars,2024,Petrol,Not Electric,Elantra,"$22,775",3
264,Cadillac,XT4 FWD,24,343,4,Front-Wheel Drive,2750,Premium,Automatic (S9),Small Sport Utility Vehicle 2WD,2024,Petrol,Not Electric,XT4,"$39,090",3
265,BMW,i7 eDrive50 Sedan (19 inch Wheels),87,0,0,Rear-Wheel Drive,800,Electricity,Automatic (A1),Large Cars,2024,EV,335 kW EESM,i7,"$105,700",2
266,BMW,i5 M60 xDrive Sedan (20 inch Wheels),89,0,0,4-Wheel Drive,800,Electricity,Automatic (A1),Compact Cars,2024,EV,190 kW EESM,i5,"$67,795",2
267,BMW,i5 M60 xDrive Sedan (19 inch Wheels),90,0,0,4-Wheel Drive,800,Electricity,Automatic (A1),Compact Cars,2024,EV,190 kW EESM,i5,"$85,095",2
268,Rolls-Royce,Ghost Black Badge,12,624,12,All-Wheel Drive,5100,Premium,Automatic (S8),Large Cars,2024,Petrol,Not Electric,Ghost,"$354,750",1
269,Mazda,3 5-Door 4WD,26,311,4,4-Wheel Drive,2000,Regular,Automatic (S6),Midsize Cars,2024,Petrol,Not Electric,3,"$1,000",1
270,Cadillac,CT4 V AWD,20,387,4,All-Wheel Drive,3100,Premium,Automatic (S10),Compact Cars,2024,Petrol,Not Electric,CT4,"$35,990",3
271,Jeep,Grand Cherokee 4WD,19,413,6,All-Wheel Drive,2650,Regular,Automatic 8-spd,Standard Sport Utility Vehicle 4WD,2024,Petrol,Not Electric,Grand Cherokee,"$39,830",3
272,Land Rover,Defender 130 Outbound,16,529,6,4-Wheel Drive,4200,Premium,Automatic (S8),Standard Sport Utility Vehicle 4WD,2024,Hybrid,48V Li-Ion,Defender,"$85,975",3
273,Lincoln,Navigator 4WD,16,498,6,Part-time 4-Wheel Drive,3250,Regular,Automatic (S10),Standard Sport Utility Vehicle 4WD,2024,Petrol,Not Electric,Navigator,"$85,260",3
274,Cadillac,CT4,21,356,4,Rear-Wheel Drive,2850,Premium,Automatic (S10),Compact Cars,2024,Petrol,Not Electric,CT4,"$35,990",1
275,Maserati,Levante Modena V8,13,562,8,All-Wheel Drive,4500,Premium,Automatic 8-spd,Standard Sport Utility Vehicle 4WD,2024,Petrol,Not Electric,Levante,"$103,495",3
276,BMW,Alpina B8 Gran Coupe,17,457,8,All-Wheel Drive,3750,Premium,Automatic (S8),Midsize Cars,2024,Petrol,Not Electric,8 Series,"$157,433",1
277,Maserati,Levante Modena,16,495,6,All-Wheel Drive,4000,Premium,Automatic 8-spd,Standard Sport Utility Vehicle 4WD,2024,Petrol,Not Electric,Levante,"$103,495",3
278,Genesis,GV70 AWD,19,408,4,All-Wheel Drive,3250,Premium,Automatic (S8),Small Sport Utility Vehicle 4WD,2024,Petrol,Not Electric,GV70,"$46,500",1
279,BMW,M440i xDrive Gran Coupe,22,351,6,All-Wheel Drive,2850,Premium,Automatic (S8),Compact Cars,2024,Hybrid,44V Li-Ion,4 Series,"$72,050",3
280,Lexus,NX 350h AWD,41,225,4,All-Wheel Drive,1850,Premium,Automatic (AV-S6),Small Sport Utility Vehicle 4WD,2024,Hybrid,259V Li-Ion,NX,"$40,605",0
281,Subaru,Outback AWD,22,356,4,All-Wheel Drive,2350,Regular,Automatic (AV-S8),Small Sport Utility Vehicle 4WD,2024,Petrol,Not Electric,Outback,"$29,915",3
282,Lexus,UX 250h,43,209,4,Front-Wheel Drive,1400,Regular,Automatic (AV-S6),Compact Cars,2024,Hybrid,216V Ni-MH,UX,"$36,690",0
283,MINI,Cooper S Clubman All4,23,332,4,All-Wheel Drive,2650,Premium,Automatic (S8),Midsize Cars,2024,Petrol,Not Electric,Clubman,"$35,045",1
284,BMW,X3 sDrive30i,23,352,4,Rear-Wheel Drive,2850,Premium,Automatic (S8),Small Sport Utility Vehicle 2WD,2024,Petrol,Not Electric,X3,"$49,008",1
285,Audi,A5 Sportback quattro,26,300,4,All-Wheel Drive,2400,Premium,Automatic (AM-S7),Midsize Cars,2024,Hybrid,14V Li-Ion,A5,"$47,295",3
286,Lexus,LC 500,16,481,8,Rear-Wheel Drive,4000,Premium,Automatic (S10),Subcompact Cars,2024,Petrol,Not Electric,LC,"$99,800",1
287,BMW,230i Coupe,26,296,4,Rear-Wheel Drive,2400,Premium,Automatic (S8),Subcompact Cars,2024,Petrol,Not Electric,2 Series,"$39,795",1
288,Acura,MDX AWD Type-S,17,474,6,All-Wheel Drive,3750,Premium,Automatic (S10),Standard Sport Utility Vehicle 4WD,2024,Petrol,Not Electric,MDX,"$92,758",3
289,BMW,840i Gran Coupe,21,374,6,Rear-Wheel Drive,3000,Premium,Automatic (S8),Midsize Cars,2024,Petrol,Not Electric,8 Series,"$90,800",1
290,Kia,Forte,27,296,4,Front-Wheel Drive,1950,Regular,Automatic (AM-S7),Midsize Cars,2024,Petrol,Not Electric,Forte,"$21,145",1
291,Toyota,Camry,22,338,6,Front-Wheel Drive,2250,Regular,Automatic (S8),Midsize Cars,2024,Petrol,Not Electric,Camry,"$33,485",1
292,Mercedes-Benz,GLE350 4matic,20,384,4,All-Wheel Drive,3100,Premium,Automatic 9-spd,Small Sport Utility Vehicle 4WD,2024,Hybrid,48V Li-Ion,GLE-Class,"$65,268",3
293,GMC,Canyon 4WD,18,468,4,4-Wheel Drive,3050,Regular,Automatic 8-spd,Small Pickup Trucks 4WD,2024,Petrol,Not Electric,Canyon,"$38,395",0
294,Infiniti,QX60 AWD,20,405,6,All-Wheel Drive,3250,Premium,Automatic (S9),Standard Sport Utility Vehicle 4WD,2024,Petrol,Not Electric,QX60,"$66,795",3
295,Ford,Expedition Timberline AWD,16,523,6,Part-time 4-Wheel Drive,3400,Regular,Automatic (S10),Standard Sport Utility Vehicle 4WD,2024,Petrol,Not Electric,Expedition,"$74,690",3
296,Audi,Q7 quattro,19,416,4,All-Wheel Drive,3400,Premium,Automatic (S8),Standard Sport Utility Vehicle 4WD,2024,Petrol,Not Electric,Q7,"$60,695",1
297,Cadillac,XT5 FWD,22,370,4,Front-Wheel Drive,3000,Premium,Automatic (S9),Small Sport Utility Vehicle 2WD,2024,Petrol,Not Electric,XT5,"$44,660",3
298,Lexus,RX 350h AWD,37,243,4,All-Wheel Drive,2000,Premium,Automatic (AV-S6),Small Sport Utility Vehicle 4WD,2024,Hybrid,259V Li-Ion,RX,"$48,661",0
299,Mitsubishi,Eclipse Cross 2WD,25,339,4,Front-Wheel Drive,2250,Regular,Automatic (AV-S8),Small Sport Utility Vehicle 2WD,2024,Petrol,Not Electric,Eclipse Cross,"$1,000",3
300,Honda,CR-V AWD,40,237,4,All-Wheel Drive,1550,Regular,Automatic (variable gear ratios),Small Sport Utility Vehicle 4WD,2024,Hybrid,263V Li-Ion,CR-V,"$31,866",0
